X,Y,OBJECTID,CATEGORY,SUBCATEGORY,STATUS,STATUS_DATE,SOURCE,SOURCE_DATE,CREATE_DATE,UPDATE_DATE,TRAFFICCONTROLID,INSTALLATION_DATE,OWNERSHIP
-80.4782844850976,43.4437043656902,1,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 14:57:44+00,99,1970/01/01 00:00:00+00,REGION
-80.4770804475554,43.4442927041278,2,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,100,1970/01/01 00:00:00+00,REGION
-80.4743676877193,43.4421278622581,3,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,101,1970/01/01 00:00:00+00,REGION
-80.4737794777805,43.4428249766711,4,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,102,1970/01/01 00:00:00+00,REGION
-80.4716671867795,43.4418994023412,5,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,103,1970/01/01 00:00:00+00,REGION
-80.4722884827736,43.4412219905976,6,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,104,1970/01/01 00:00:00+00,REGION
-80.4770054873891,43.4368840129571,7,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,105,1970/01/01 00:00:00+00,REGION
-80.4665370199093,43.4398531325906,8,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 14:24:13+00,106,1970/01/01 00:00:00+00,REGION
-80.5348736855042,43.418459357772,9,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/12 15:53:54+00,107,1970/01/01 00:00:00+00,REGION
-80.4308189009193,43.4369140416197,10,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:46:16+00,108,1970/01/01 00:00:00+00,REGION
-80.4281674668892,43.4344647226756,11,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,109,1970/01/01 00:00:00+00,REGION
-80.4318838899838,43.4300977990708,12,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,110,1970/01/01 00:00:00+00,REGION
-80.436906383887,43.4301453191931,13,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 14:24:13+00,111,1970/01/01 00:00:00+00,REGION
-80.4417988311934,43.4334948172087,14,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,112,1970/01/01 00:00:00+00,REGION
-80.432191375453,43.4284759249473,15,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,113,1970/01/01 00:00:00+00,REGION
-80.5236125051702,43.4287401036708,16,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:51:35+00,114,1970/01/01 00:00:00+00,REGION
-80.5189921176618,43.4234482141792,17,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,115,1970/01/01 00:00:00+00,REGION
-80.5157175401686,43.4206514119393,18,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:51:35+00,116,1970/01/01 00:00:00+00,REGION
-80.5211504670749,43.4255903138042,19,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:51:35+00,117,1970/01/01 00:00:00+00,REGION
-80.4996329484192,43.461306571772,21,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,119,1970/01/01 00:00:00+00,REGION
-80.4951390174548,43.4570148981634,22,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,120,1970/01/01 00:00:00+00,REGION
-80.4937601967699,43.4548118773459,23,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,121,1970/01/01 00:00:00+00,REGION
-80.4890365673072,43.4563827898903,24,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,122,1970/01/01 00:00:00+00,REGION
-80.4904137021344,43.4585849158904,25,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,123,1970/01/01 00:00:00+00,REGION
-80.4941703402572,43.4630973591197,26,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,124,1970/01/01 00:00:00+00,REGION
-80.4825484818927,43.4585766072813,27,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,125,1970/01/01 00:00:00+00,REGION
-80.4833266722409,43.4609425047383,28,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:51:35+00,126,1970/01/01 00:00:00+00,REGION
-80.4842074612046,43.4655859638521,29,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,127,1970/01/01 00:00:00+00,REGION
-80.4843491750467,43.4712430008666,30,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 14:24:13+00,128,1970/01/01 00:00:00+00,REGION
-80.4470121991876,43.3990377625998,31,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:43:04+00,129,1970/01/01 00:00:00+00,REGION
-80.4319359862225,43.3953592440484,32,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,130,1970/01/01 00:00:00+00,REGION
-80.4216162107462,43.3897175364774,33,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,131,1970/01/01 00:00:00+00,REGION
-80.4120076311589,43.3869081146008,34,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:51:35+00,132,1970/01/01 00:00:00+00,REGION
-80.4844227013531,43.4767610113961,35,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,133,1970/01/01 00:00:00+00,REGION
-80.4315479724651,43.4572833678849,37,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 14:24:13+00,135,1970/01/01 00:00:00+00,REGION
-80.4969572487269,43.4512767829744,38,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 14:57:44+00,136,1970/01/01 00:00:00+00,REGION
-80.4963327292504,43.4522887345372,39,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,137,1970/01/01 00:00:00+00,REGION
-80.4956525288653,43.449706348091,40,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,138,1970/01/01 00:00:00+00,REGION
-80.4950952311247,43.450719310588,41,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,139,1970/01/01 00:00:00+00,REGION
-80.494547521859,43.4517215070011,42,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,140,1970/01/01 00:00:00+00,REGION
-80.4940088279539,43.4527372474501,43,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,141,1970/01/01 00:00:00+00,REGION
-80.4928456870658,43.4542559915203,44,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,142,1970/01/01 00:00:00+00,REGION
-80.4925463901443,43.4510849503968,45,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,143,1970/01/01 00:00:00+00,REGION
-80.4905571843212,43.4532289568996,46,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,144,1970/01/01 00:00:00+00,REGION
-80.491109604088,43.4494486862849,47,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,145,1970/01/01 00:00:00+00,REGION
-80.490398233608,43.4503147992331,48,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,146,1970/01/01 00:00:00+00,REGION
-80.4895956678148,43.4513821076921,49,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 14:57:44+00,147,1970/01/01 00:00:00+00,REGION
-80.4882878781436,43.4508578819908,50,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,148,1970/01/01 00:00:00+00,REGION
-80.4874620884295,43.4519038216492,51,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,149,1970/01/01 00:00:00+00,REGION
-80.4754998260222,43.4607624540231,52,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,150,1970/01/01 00:00:00+00,REGION
-80.4744512991832,43.459791664854,53,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:51:35+00,151,1970/01/01 00:00:00+00,REGION
-80.4728953198139,43.4583468476508,54,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:51:35+00,152,1970/01/01 00:00:00+00,REGION
-80.4818114239482,43.4537098404593,55,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:51:35+00,153,1970/01/01 00:00:00+00,REGION
-80.4832280306159,43.4529372846733,56,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,154,1970/01/01 00:00:00+00,REGION
-80.4861037680869,43.4513443500002,57,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,155,1970/01/01 00:00:00+00,REGION
-80.4869461390608,43.4503171011235,58,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,156,1970/01/01 00:00:00+00,REGION
-80.4914071199853,43.4521292565409,59,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,157,1995/01/01 00:00:00+00,KITCHENER
-80.4816559320828,43.4493109579121,60,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,158,1970/01/01 00:00:00+00,REGION
-80.4727226294338,43.4525582356399,61,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:51:35+00,159,1970/01/01 00:00:00+00,REGION
-80.4715105370269,43.4507237651952,62,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:51:35+00,160,1995/01/01 00:00:00+00,KITCHENER
-80.4711971669157,43.4456888105745,63,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,161,1970/01/01 00:00:00+00,REGION
-80.4672485671459,43.4441086681195,64,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2014/08/11 16:51:35+00,162,1970/01/01 00:00:00+00,REGION
-80.4584143725295,43.438195984008,65,TRAFFIC SIGNAL,TRAFFIC SIGNAL,ACTIVE,2008/09/23 00:00:00+00,DTS TRANSPORTATION PLANNING,2008/04/21 09:44:31+00,2008/04/21 09:44:31+00,2013/08/16 09:32:46+00,163,1970/01/01 00:00:00+00,REGION
