OBJECTID,ACTIVETRANSPORTID,STATUS,CATEGORY,SUBCATEGORY,FEATURE_TYPE,SURFACE_MATERIAL,ROUTE_NAME_1,ROUTE_NAME_2,ROUTE_NAME_PROPOSED,WIDTH_M,GRADE,RAILING,CURBCUT,STREET,ROADSEGMENTID,ROADSEGMENT_SIDE,WARD,OWNERSHIP,MAINTAINED_BY,INSTALLATION_YEAR,LAST_INSPECTION_YEAR,SURFACE_CONDITION,WAYFINDING,WINTER_MAINTAINED_BY,SIDEWALKER_PROGRAM,UPGRADE_YEAR,FACILITY_TYPE,Shape__Length
29029,10671,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,EDWIN ST,11236,LEFT,10,KITCHENER,UNKNOWN,1930,2020,UNKNOWN,X,,Y,,NA,131.669761264268
29030,301515,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,COTTON GRASS ST,40277,RIGHT,5,KITCHENER,UNKNOWN,1999,2020,UNKNOWN,X,,Y,,NA,266.32693931111
29031,10684,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,GUELPH ST,11215,RIGHT,10,KITCHENER,UNKNOWN,1854,2020,UNKNOWN,X,,Y,,NA,111.111055577498
29032,15470,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PROSPECT AVE,10043,RIGHT,2,KITCHENER,UNKNOWN,1924,2020,UNKNOWN,X,,Y,,NA,74.376455129633
29033,15471,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,WILFRED AVE,13155,RIGHT,2,KITCHENER,UNKNOWN,1915,2020,UNKNOWN,X,,Y,,NA,161.525020041416
29034,15472,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,WEBER ST E,13156,LEFT,2,KITCHENER,UNKNOWN,1924,2020,UNKNOWN,X,,Y,,NA,73.7631860239288
29035,15473,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,WILFRED AVE,10037,LEFT,2,KITCHENER,UNKNOWN,1915,2020,UNKNOWN,X,,Y,,NA,24.6855507690418
29036,16056,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,NEWBURY DR,5588,RIGHT,7,KITCHENER,UNKNOWN,1982,2020,UNKNOWN,X,,Y,,NA,531.692174459168
29037,15494,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PROSPECT AVE,13152,LEFT,2,KITCHENER,UNKNOWN,1974,2020,UNKNOWN,X,,Y,,NA,82.1860558899372
29038,15493,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PROSPECT AVE,10043,LEFT,2,KITCHENER,UNKNOWN,1924,2020,UNKNOWN,X,,Y,,NA,81.9538928236694
29039,15474,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PROSPECT AVE,10044,LEFT,2,KITCHENER,UNKNOWN,1924,2020,UNKNOWN,X,,Y,,NA,177.076922411191
29040,15479,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PROSPECT AVE,10055,LEFT,2,KITCHENER,UNKNOWN,1958,2020,UNKNOWN,X,,Y,,NA,87.3243497771777
29041,15480,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PROSPECT AVE,13244,LEFT,2,KITCHENER,UNKNOWN,1957,2020,UNKNOWN,X,,Y,,NA,76.3141407627756
29042,308544,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BURNABY CRES,21057,RIGHT,7,KITCHENER,UNKNOWN,1988,2020,UNKNOWN,X,,Y,,NA,215.023770987219
29043,17386,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,EVERGREEN CRES,6512,RIGHT,8,KITCHENER,UNKNOWN,2007,2019,UNKNOWN,X,,Y,,NA,194.924683555569
29044,17387,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BARBERRY PL,20666,LEFT,8,UNKNOWN,UNKNOWN,999,2019,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,69.4716425207396
29045,16353,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,OLD MAPLE LANE,5488,RIGHT,7,KITCHENER,UNKNOWN,1989,2020,UNKNOWN,X,,Y,,NA,252.592740813642
29046,16354,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,OLD MAPLE LANE,5488,LEFT,7,KITCHENER,UNKNOWN,1989,2020,UNKNOWN,X,,Y,,NA,237.29675675749
29047,16453,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,GLASGOW ST,6083,LEFT,7,KITCHENER,UNKNOWN,1986,2020,UNKNOWN,X,,Y,,NA,53.4809405742963
29048,11277,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,LACKNER BLVD,23162,LEFT,1,KITCHENER,UNKNOWN,2000,2020,UNKNOWN,X,,Y,,NA,345.745725241878
29049,17522,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,CHANDLER DR,6364,RIGHT,6,KITCHENER,UNKNOWN,1969,2019,UNKNOWN,X,,Y,,NA,103.878413368291
29050,17523,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BONFIELD PL,6455,RIGHT,6,KITCHENER,UNKNOWN,1969,2019,UNKNOWN,X,,Y,,NA,95.5518179796811
29051,22396,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,AMELIA CRT,600303,LEFT,2,KITCHENER,UNKNOWN,2006,2020,UNKNOWN,X,,Y,,NA,103.591817783677
29056,18866,ACTIVE,PATHWAYS,BMUT,SURFACE,ASPHALT,,,,3,UNKNOWN,N,N,HOMER WATSON BLVD,22713,LEFT,4,KITCHENER,OPERATIONS (PARKS),2019,2020,GOOD,N,OPERATIONS (PARKS),Y,,AAA,308.677904835006
29061,338600,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,SIENNA CRES,600618,RIGHT,5,KITCHENER,UNKNOWN,2005,2020,UNKNOWN,X,,Y,,NA,62.4076550938307
29062,27473,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,FRANKFURT ST,600598,LEFT,5,KITCHENER,UNKNOWN,2005,2020,UNKNOWN,X,,Y,,NA,214.089175329347
29068,13039,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BRUBACHER ST,6825,LEFT,10,KITCHENER,UNKNOWN,1860,2020,UNKNOWN,X,,Y,,NA,347.661624026746
29069,26042,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,COUNTRYSTONE CRES,600861,LEFT,7,KITCHENER,UNKNOWN,2014,2020,UNKNOWN,X,,Y,,NA,65.2159004326001
29070,26059,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,LEMON GRASS ST,600866,LEFT,7,KITCHENER,UNKNOWN,2007,2020,UNKNOWN,X,,Y,,NA,78.7638243973318
29071,22841,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,ST LEGER ST,11143,RIGHT,10,KITCHENER,UNKNOWN,1895,2019,UNKNOWN,X,,Y,,NA,52.6777993030392
29072,16830,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HEIMAN ST,11352,LEFT,9,KITCHENER,UNKNOWN,1900,2020,UNKNOWN,X,,Y,,NA,176.313245529561
29073,14643,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,WESTHEIGHTS DR,5421,LEFT,7,KITCHENER,UNKNOWN,1973,2020,UNKNOWN,X,,Y,,NA,385.598546343432
29074,15610,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,KING ST E,6912,RIGHT,9,KITCHENER,UNKNOWN,2007,2020,UNKNOWN,X,,Y,,NA,81.069795285233
29075,17780,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,WOODVIEW CRES,22150,RIGHT,2,KITCHENER,UNKNOWN,1981,2020,UNKNOWN,X,,Y,,NA,128.570282069835
29076,17781,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,KING ST E,22392,RIGHT,2,KITCHENER,UNKNOWN,1981,2020,UNKNOWN,X,,Y,,NA,42.0421895133287
29077,17782,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,WOODVIEW CRES,22225,RIGHT,2,KITCHENER,UNKNOWN,1981,2020,UNKNOWN,X,,Y,,NA,262.263405433972
29078,17783,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,WOODVIEW CRES,22225,RIGHT,2,UNKNOWN,UNKNOWN,1981,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,55.4273865404859
29079,303894,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,GRAND RIVER BLVD,22231,LEFT,2,KITCHENER,UNKNOWN,1972,2020,UNKNOWN,X,,Y,,NA,48.4665843467867
29080,16398,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MARKWOOD DR,8673,RIGHT,8,KITCHENER,UNKNOWN,1969,2020,UNKNOWN,X,,Y,,NA,520.669235441048
29081,303736,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,SOUTHILL DR,23047,RIGHT,2,KITCHENER,UNKNOWN,2004,2020,UNKNOWN,X,,Y,,NA,276.774643044566
29082,11435,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,STRATHCONA CRES,15906,LEFT,1,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,100.816998250641
29083,11436,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,STRATHCONA CRES,15930,RIGHT,1,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,128.783481058291
29084,11437,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,CARSON DR,15863,RIGHT,1,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,152.112007523932
29085,11439,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,CARSON DR,15908,RIGHT,1,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,101.237125347956
29086,11441,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,CARSON DR,15909,RIGHT,1,KITCHENER,UNKNOWN,1968,2020,UNKNOWN,X,,Y,,NA,200.066541544894
29087,11443,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,CARSON DR,9957,RIGHT,1,KITCHENER,UNKNOWN,1968,2020,UNKNOWN,X,,Y,,NA,146.717011520132
29088,11444,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MONTCALM DR,15934,RIGHT,1,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,72.954339573127
29089,11447,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,LORRAINE AVE,15927,RIGHT,1,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,323.126568149164
29093,207653,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,FOREST CREEK DR,601657,RIGHT,4,KITCHENER,UNKNOWN,2019,,GOOD,X,,Y,,NA,153.779353439465
29094,17819,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,ROCKWAY DR,10067,LEFT,9,UNKNOWN,UNKNOWN,1999,2020,UNKNOWN,X,PARKS AND CEMETERIES,N,,NA,68.3888772033328
29095,298468,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,Y,JADESTONE CRT,15176,LEFT,2,UNKNOWN,UNKNOWN,1986,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,1.99217024548816
29096,17855,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HILLSIDE DR,9347,RIGHT,6,UNKNOWN,UNKNOWN,1972,2019,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,33.9816101865575
29097,302996,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BRISBANE CRT,600888,LEFT,3,KITCHENER,UNKNOWN,2009,2020,UNKNOWN,X,,N,,NA,100.96825442154
29098,12939,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,CRAY CRES,22855,RIGHT,1,KITCHENER,UNKNOWN,1960,2020,UNKNOWN,X,,Y,,NA,106.405226930116
29099,12940,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,ASPHALT,,,,1.5,UNKNOWN,N,N,ARCHER PL,22859,LEFT,1,KITCHENER,UNKNOWN,1914,2020,UNKNOWN,X,,Y,,NA,82.4501970191181
29100,12943,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,DUMFRIES AVE,9881,LEFT,10,KITCHENER,UNKNOWN,1952,2020,UNKNOWN,X,,Y,,NA,477.070284582403
29101,12944,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,DUMFRIES AVE,9881,RIGHT,10,KITCHENER,UNKNOWN,1952,2020,UNKNOWN,X,,Y,,NA,472.495522418421
29102,17388,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,WESTMOUNT RD E,6506,LEFT,8,KITCHENER,UNKNOWN,2007,2019,UNKNOWN,X,,Y,,NA,71.993983230126
29103,17389,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,WESTMOUNT RD E,6506,RIGHT,8,KITCHENER,UNKNOWN,1959,2019,UNKNOWN,X,,Y,,NA,77.5113523974235
29104,17390,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,GREENBROOK DR,6503,RIGHT,8,KITCHENER,UNKNOWN,1959,2019,UNKNOWN,X,,Y,,NA,73.8928319121893
29105,17391,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,GREENBROOK DR,6503,LEFT,8,KITCHENER,UNKNOWN,1959,2019,UNKNOWN,X,,Y,,NA,83.0425620642851
29106,396583,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,GRAYSTONE AVE,6220,LEFT,8,KITCHENER,UNKNOWN,1959,2019,UNKNOWN,X,,N,,NA,249.268968639657
29107,396561,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,GRAYSTONE AVE,6220,RIGHT,8,KITCHENER,UNKNOWN,1959,2019,UNKNOWN,X,,N,,NA,240.748293681714
29108,17394,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,GREENBROOK DR,6496,LEFT,8,KITCHENER,UNKNOWN,1959,2019,UNKNOWN,X,,Y,,NA,90.6136727569407
29109,17395,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,GREENBROOK DR,6496,RIGHT,8,KITCHENER,UNKNOWN,1959,2019,UNKNOWN,X,,Y,,NA,73.8100532510417
29110,12932,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MANCHESTER RD,22879,RIGHT,1,KITCHENER,UNKNOWN,1959,2020,UNKNOWN,X,,Y,,NA,146.400126133656
29111,12938,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,CRAY CRES,22855,LEFT,1,KITCHENER,UNKNOWN,1914,2020,UNKNOWN,X,,Y,,NA,101.075957682251
29112,12934,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,NOTTINGHAM AVE,22876,LEFT,1,KITCHENER,UNKNOWN,1959,2020,UNKNOWN,X,,Y,,NA,94.6414251464943
29113,12937,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,ARCHER PL,40006,LEFT,1,KITCHENER,UNKNOWN,1914,2020,UNKNOWN,X,,Y,,NA,89.3727860110548
29116,28623,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,UNION ST,40264,RIGHT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,191.829437821856
29118,22512,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,UNION ST,40264,LEFT,10,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,204.767183759046
29122,18827,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,SPORTSWORLD DR,16348,LEFT,3,KITCHENER,UNKNOWN,2007,2020,UNKNOWN,X,,Y,,NA,105.09126019424
29123,17357,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,FOREST HILL DR,6138,LEFT,8,KITCHENER,UNKNOWN,1960,2019,UNKNOWN,X,,Y,,NA,73.9342289906905
29124,17356,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,FISCHER HALLMAN RD,6137,LEFT,8,KITCHENER,UNKNOWN,1960,2019,UNKNOWN,X,,Y,,NA,155.377145015916
29125,17355,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,FISCHER HALLMAN RD,6137,RIGHT,7,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,154.875380366051
29126,17354,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,FOREST HILL DR,6184,LEFT,7,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,206.363420416755
29127,364925,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,FISCHER HALLMAN RD,6174,RIGHT,7,KITCHENER,UNKNOWN,1960,2020,UNKNOWN,X,,Y,,NA,88.1841963022814
29128,17374,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,FISCHER HALLMAN RD,6180,RIGHT,7,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,217.440203034797
29130,17353,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,FOREST HILL DR,6184,RIGHT,7,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,213.475508187871
29131,17358,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,FOREST HILL DR,6138,RIGHT,8,KITCHENER,UNKNOWN,1960,2019,UNKNOWN,X,,Y,,NA,81.7141229184798
29132,17063,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,THALER AVE,12144,RIGHT,2,KITCHENER,UNKNOWN,1858,2020,UNKNOWN,X,,Y,,NA,143.106030289953
29133,17064,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,THALER AVE,12144,LEFT,2,KITCHENER,UNKNOWN,1984,2020,UNKNOWN,X,,Y,,NA,43.2088652355335
29134,17066,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,THALER AVE,12142,LEFT,2,KITCHENER,UNKNOWN,1984,2020,UNKNOWN,X,,Y,,NA,62.0725543834464
29135,17879,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MASTER CRT,40239,RIGHT,3,UNKNOWN,UNKNOWN,2001,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,45.4108052589174
29136,17880,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,CANDLE CRES,40241,LEFT,3,UNKNOWN,UNKNOWN,2001,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,37.4719236989257
29137,17517,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,GATEWOOD RD,20668,RIGHT,8,UNKNOWN,UNKNOWN,1956,2019,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,71.3397477175701
29138,17518,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,VISTA CRES,20672,LEFT,8,UNKNOWN,UNKNOWN,1956,2019,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,80.9390646222371
29139,11569,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BETTLEY CRES,23133,RIGHT,1,KITCHENER,UNKNOWN,1972,2020,UNKNOWN,X,,Y,,NA,69.1754894712835
29140,11570,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,BRICK,,,,1.5,UNKNOWN,N,N,BAIRD AVE,23136,LEFT,1,KITCHENER,UNKNOWN,1970,2020,UNKNOWN,X,,Y,,NA,130.048530520117
29141,11571,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEENSTON DR,15086,LEFT,1,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,76.3073835772517
29142,11572,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,COUNTRYSIDE CRES,9677,RIGHT,6,KITCHENER,UNKNOWN,1976,2020,UNKNOWN,X,,Y,,NA,456.924787034966
29143,11573,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEENSTON DR,15868,LEFT,1,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,76.267130755842
29144,11574,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEENSTON DR,15868,RIGHT,1,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,72.782371324547
29145,17335,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEENS BLVD,6187,LEFT,8,KITCHENER,UNKNOWN,1966,2019,UNKNOWN,X,,Y,,NA,159.437104090862
29146,17336,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,LOMBARDY CRT,20747,RIGHT,8,KITCHENER,UNKNOWN,1971,2019,UNKNOWN,X,,Y,,NA,175.926567581556
29147,17337,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,LOMBARDY CRT,20747,LEFT,8,KITCHENER,UNKNOWN,1971,2019,UNKNOWN,X,,Y,,NA,187.959626521459
29148,17338,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEENS BLVD,6177,RIGHT,8,UNKNOWN,UNKNOWN,1971,2019,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,88.6100995309069
29149,17340,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HILLBROOK CRES,5620,RIGHT,7,KITCHENER,UNKNOWN,1971,2020,UNKNOWN,X,,Y,,NA,475.730957023716
