OBJECTID,ACTIVETRANSPORTID,STATUS,CATEGORY,SUBCATEGORY,FEATURE_TYPE,SURFACE_MATERIAL,ROUTE_NAME_1,ROUTE_NAME_2,ROUTE_NAME_PROPOSED,WIDTH_M,GRADE,RAILING,CURBCUT,STREET,ROADSEGMENTID,ROADSEGMENT_SIDE,WARD,OWNERSHIP,MAINTAINED_BY,INSTALLATION_YEAR,LAST_INSPECTION_YEAR,SURFACE_CONDITION,WAYFINDING,WINTER_MAINTAINED_BY,SIDEWALKER_PROGRAM,UPGRADE_YEAR,FACILITY_TYPE,Shape__Length
29150,17341,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,ELM RIDGE DR,5619,LEFT,7,KITCHENER,UNKNOWN,1971,2020,UNKNOWN,X,,Y,,NA,63.3993345203886
29151,17342,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,ELM RIDGE DR,5619,RIGHT,7,KITCHENER,UNKNOWN,1971,2020,UNKNOWN,X,,Y,,NA,79.3069615957865
29152,17343,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,ELM RIDGE DR,5621,RIGHT,7,KITCHENER,UNKNOWN,1971,2020,UNKNOWN,X,,Y,,NA,28.5739981199077
29153,12255,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,2,UNKNOWN,N,N,DUKE ST W,8950,RIGHT,10,KITCHENER,UNKNOWN,2016,2020,UNKNOWN,X,,Y,,NA,86.7468710646675
29154,384805,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,DUKE ST W,8941,RIGHT,10,KITCHENER,UNKNOWN,2016,2020,UNKNOWN,X,,Y,,NA,57.4738365901695
29155,12237,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,WATER ST N,8949,LEFT,10,KITCHENER,UNKNOWN,1854,2020,UNKNOWN,X,,Y,,NA,92.8733932739221
29156,27744,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,CRANSHAW ST,600154,LEFT,5,KITCHENER,UNKNOWN,2009,2020,UNKNOWN,X,,Y,,NA,63.293695538311
29157,27772,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PARKVALE DR,600538,RIGHT,5,UNKNOWN,UNKNOWN,2006,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,115.545604196813
29159,15602,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,KING ST E,6912,LEFT,10,KITCHENER,UNKNOWN,1904,2020,UNKNOWN,X,,Y,,NA,75.5268072559102
29163,28155,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,DOON MILLS DR,104975,LEFT,4,KITCHENER,UNKNOWN,2005,2020,UNKNOWN,X,,Y,,NA,19.6726755220542
29164,23601,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PAIGE PL,601129,LEFT,1,KITCHENER,UNKNOWN,2012,2020,UNKNOWN,X,,Y,,NA,117.544277326456
29165,15829,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MELROSE AVE,9831,LEFT,10,KITCHENER,UNKNOWN,1952,2020,UNKNOWN,X,,Y,,NA,80.2510605612052
29166,15828,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MELROSE AVE,9844,LEFT,10,KITCHENER,UNKNOWN,1952,2020,UNKNOWN,X,,Y,,NA,90.4439912058435
29167,15827,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MELROSE AVE,9769,LEFT,10,KITCHENER,UNKNOWN,1952,2020,UNKNOWN,X,,Y,,NA,102.218787426722
29168,12945,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MELROSE AVE,9880,LEFT,10,KITCHENER,UNKNOWN,1935,2020,UNKNOWN,X,,Y,,NA,197.43858992314
29169,372450,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MELROSE AVE,9880,RIGHT,10,KITCHENER,UNKNOWN,1935,2020,UNKNOWN,X,,Y,,NA,98.7795434204046
29170,12953,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MELROSE AVE,9844,RIGHT,10,KITCHENER,UNKNOWN,1935,2020,UNKNOWN,X,,Y,,NA,71.0856032126399
29171,12954,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MELROSE AVE,9831,RIGHT,10,KITCHENER,UNKNOWN,1952,2020,UNKNOWN,X,,Y,,NA,70.7221328446514
29172,12955,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,STIRLING AVE N,9829,LEFT,10,KITCHENER,UNKNOWN,1952,2020,UNKNOWN,X,,Y,,NA,88.5961886656387
29173,11320,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,ERINBROOK DR,9449,RIGHT,6,KITCHENER,UNKNOWN,1993,2020,UNKNOWN,X,,Y,,NA,52.6907559112632
29174,20497,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,COUNTRY CLAIR ST,602493,LEFT,2,KITCHENER,UNKNOWN,2006,2020,UNKNOWN,X,,Y,,NA,290.957295941596
29175,16189,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BROCK ST,5731,LEFT,9,KITCHENER,UNKNOWN,1925,2019,UNKNOWN,X,,Y,,NA,417.582626499353
29176,16192,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HIGHLAND RD W,5725,RIGHT,9,KITCHENER,UNKNOWN,2006,2019,UNKNOWN,X,,Y,,NA,136.874654247123
29177,11151,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,OTTERBEIN RD,25487,LEFT,1,KITCHENER,UNKNOWN,1995,2020,UNKNOWN,X,,Y,,NA,112.230770437956
29178,16400,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEENS BLVD,5716,RIGHT,9,KITCHENER,UNKNOWN,2006,2019,UNKNOWN,X,,Y,,NA,204.34401122953
29179,16162,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,ASPHALT,,,,1.5,UNKNOWN,N,N,HIGHLAND RD E,5729,LEFT,9,KITCHENER,UNKNOWN,1948,2019,UNKNOWN,X,,Y,,NA,86.1204561402604
29180,11150,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,OTTERBEIN RD,25488,LEFT,1,KITCHENER,UNKNOWN,1995,2020,UNKNOWN,X,,Y,,NA,61.1838030938137
29181,299088,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,STANMORE AVE,25513,LEFT,1,KITCHENER,UNKNOWN,1995,2020,UNKNOWN,X,,Y,,NA,158.86737202038
29182,105416,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,ASPHALT,,,,1.5,UNKNOWN,N,N,QUEEN ST S,5730,LEFT,9,KITCHENER,UNKNOWN,2009,2019,UNKNOWN,X,,Y,,NA,86.8799379196868
29183,11141,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,KEEWATIN AVE,25514,LEFT,1,KITCHENER,UNKNOWN,1995,2020,UNKNOWN,X,,Y,,NA,210.802338034652
29184,11143,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,GLOUCESTER CRT,25509,LEFT,1,KITCHENER,UNKNOWN,1995,2020,UNKNOWN,X,,Y,,NA,110.728109978345
29185,16187,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BROCK ST,5731,RIGHT,9,KITCHENER,UNKNOWN,1925,2019,UNKNOWN,X,,N,,NA,432.713466989743
29190,22337,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PURPLE SAGE CRES,600748,RIGHT,5,KITCHENER,UNKNOWN,2003,2020,UNKNOWN,X,,Y,,NA,246.912568391303
29191,22347,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PURPLE SAGE CRES,600748,LEFT,5,KITCHENER,UNKNOWN,2003,2020,UNKNOWN,X,,Y,,NA,184.072321836533
29192,22348,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,SNOWDROP CRES,600749,RIGHT,5,KITCHENER,UNKNOWN,2003,2020,UNKNOWN,X,,Y,,NA,52.3959576290607
29197,14255,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MITCHELL ST,6726,RIGHT,9,KITCHENER,UNKNOWN,1878,2020,UNKNOWN,X,,Y,,NA,77.3989134627175
29198,396811,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEEN ST S,5739,RIGHT,9,KITCHENER,UNKNOWN,1890,2019,UNKNOWN,X,,N,,NA,89.7344284554806
29199,14638,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEEN ST S,5739,LEFT,9,KITCHENER,UNKNOWN,1875,2019,UNKNOWN,X,,N,,NA,87.2123490202662
29200,398003,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MILL ST,6714,RIGHT,9,KITCHENER,UNKNOWN,1875,2019,UNKNOWN,X,,N,,NA,310.89308735863
29201,14233,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEEN ST S,9168,RIGHT,9,KITCHENER,UNKNOWN,1890,2020,UNKNOWN,X,,Y,,NA,61.2015304854975
29202,27568,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,SIENNA CRES,600588,LEFT,5,KITCHENER,UNKNOWN,2005,2020,UNKNOWN,X,,Y,,NA,71.0061706927884
29203,27084,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,RIEHM ST,601303,LEFT,5,KITCHENER,UNKNOWN,2012,2020,UNKNOWN,X,,Y,,NA,78.7413680423845
29205,21284,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,EDGEWATER CRES,601151,LEFT,2,KITCHENER,UNKNOWN,2012,2019,UNKNOWN,X,,Y,,NA,77.0556755251162
29206,21295,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,EDGEWATER CRES,601150,RIGHT,2,KITCHENER,UNKNOWN,2012,2020,UNKNOWN,X,,Y,,NA,98.4234232851546
29207,21299,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,EDGEWATER CRES,601150,LEFT,2,KITCHENER,UNKNOWN,2012,2020,UNKNOWN,X,,Y,,NA,101.587161464045
29208,11575,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEENSTON DR,15924,RIGHT,1,KITCHENER,UNKNOWN,1965,2020,UNKNOWN,X,,Y,,NA,187.535464472267
29209,11576,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,BRICK,,,,1.5,UNKNOWN,N,N,MONTCALM DR,11591,LEFT,1,KITCHENER,UNKNOWN,1972,2020,UNKNOWN,X,,Y,,NA,113.311137662104
29210,11577,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,KESSELRING CRT,9682,LEFT,6,KITCHENER,UNKNOWN,1976,2020,UNKNOWN,X,,Y,,NA,90.521367803341
29211,11578,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,MANCHESTER RD,15776,RIGHT,1,KITCHENER,UNKNOWN,1958,2020,UNKNOWN,X,,Y,,NA,145.538925366238
29212,11579,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,KESSELRING CRT,9682,RIGHT,6,KITCHENER,UNKNOWN,1976,2020,UNKNOWN,X,,Y,,NA,85.6758007032261
29213,15691,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEEN ST S,6476,LEFT,9,KITCHENER,UNKNOWN,1858,2020,UNKNOWN,X,,Y,,NA,38.4695891497512
29214,14237,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,QUEEN ST S,6477,LEFT,9,KITCHENER,UNKNOWN,1858,2020,UNKNOWN,X,,Y,,NA,60.4161811953333
29215,14240,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,CHURCH ST,6702,RIGHT,9,KITCHENER,UNKNOWN,1858,2020,UNKNOWN,X,,Y,,NA,127.962978379671
29216,17851,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PLYMOUTH RD,13316,LEFT,9,UNKNOWN,UNKNOWN,1954,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,84.5548050780476
29217,17853,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BUTTONWOOD DR,6214,RIGHT,8,UNKNOWN,UNKNOWN,1959,2019,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,36.7577608473098
29218,17854,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,PINEDALE DR,9499,RIGHT,6,KITCHENER,UNKNOWN,1971,2019,UNKNOWN,X,PARKS AND CEMETERIES,N,,NA,37.8906694605719
29219,17251,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,WILDLARK CRES,5522,LEFT,7,KITCHENER,UNKNOWN,1992,2020,UNKNOWN,X,,Y,,NA,113.204959525802
29220,395189,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,STAIRS,CONCRETE,,,,1.5,UNKNOWN,Y,N,HIDDEN CREEK DR,40119,LEFT,7,UNKNOWN,UNKNOWN,2001,2020,UNKNOWN,X,PARKS AND CEMETERIES,N,,NA,47.5186342157733
29221,389157,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HIDDEN CREEK DR,40356,LEFT,7,KITCHENER,UNKNOWN,2001,2020,UNKNOWN,X,,N,,NA,300.238444606835
29222,308566,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HOLLYRIDGE CRES,600040,RIGHT,7,KITCHENER,UNKNOWN,2000,2020,UNKNOWN,X,,Y,,NA,178.967918458688
29223,308562,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HOLLYRIDGE CRES,600040,LEFT,7,KITCHENER,UNKNOWN,2000,2020,UNKNOWN,X,,Y,,NA,205.535178488088
29224,17274,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HIDDEN CREEK DR,40356,LEFT,7,UNKNOWN,UNKNOWN,2001,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,67.3248285642956
29225,17275,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HIDDEN CREEK DR,40119,RIGHT,7,UNKNOWN,UNKNOWN,2001,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,74.7119692101998
29226,17276,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HIDDEN CREEK DR,40119,RIGHT,7,UNKNOWN,UNKNOWN,2001,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,34.0703757589011
29227,16060,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,KING ST E,9383,RIGHT,9,KITCHENER,UNKNOWN,2007,2020,UNKNOWN,X,,Y,,NA,195.854772366755
29229,19996,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,Y,N,VICTORIA ST N,40159,LEFT,1,KITCHENER,UNKNOWN,1988,2020,UNKNOWN,X,,Y,,NA,101.082914661815
29236,303989,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HARBER AVE,10734,RIGHT,3,KITCHENER,UNKNOWN,1953,2020,UNKNOWN,X,,Y,,NA,131.429651320499
29237,17650,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HARBER AVE,10737,RIGHT,3,KITCHENER,UNKNOWN,1953,2020,UNKNOWN,X,,Y,,NA,148.009370287281
29238,17651,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HARBER AVE,10737,LEFT,3,KITCHENER,UNKNOWN,1953,2020,UNKNOWN,X,,Y,,NA,151.336718074395
29239,17652,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BYRON AVE,10736,LEFT,3,KITCHENER,UNKNOWN,1953,2020,UNKNOWN,X,,Y,,NA,163.390112278152
29240,17653,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BYRON AVE,10736,RIGHT,3,KITCHENER,UNKNOWN,1955,2020,UNKNOWN,X,,Y,,NA,168.135407022847
29241,17654,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HARBER AVE,10737,RIGHT,3,UNKNOWN,UNKNOWN,1953,2020,UNKNOWN,X,PARKS AND CEMETERIES,Y,,NA,70.4671399459849
29242,304029,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BYRON AVE,22946,LEFT,3,KITCHENER,UNKNOWN,1955,2020,UNKNOWN,X,,Y,,NA,183.590863587899
29243,17099,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,THALER AVE,12142,RIGHT,2,KITCHENER,UNKNOWN,1858,2020,UNKNOWN,X,,Y,,NA,64.9281946747753
29244,17103,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BURGETZ AVE,12133,LEFT,2,KITCHENER,UNKNOWN,1858,2020,UNKNOWN,X,,Y,,NA,181.093421072688
29245,17106,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BURGETZ AVE,12133,RIGHT,2,KITCHENER,UNKNOWN,1858,2020,UNKNOWN,X,,Y,,NA,156.358274832344
29246,17108,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,KINZIE AVE,12126,LEFT,2,KITCHENER,UNKNOWN,1858,2020,UNKNOWN,X,,Y,,NA,98.6797362908431
29247,17109,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,KINZIE AVE,12126,RIGHT,2,KITCHENER,UNKNOWN,1858,2020,UNKNOWN,X,,Y,,NA,99.4599048630244
29248,207754,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,JACOB GINGRICH DR,600977,LEFT,3,KITCHENER,UNKNOWN,2009,2020,UNKNOWN,X,,Y,,NA,134.684085922546
29249,207753,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,JOSEPH SCHOERG CRES,601560,RIGHT,3,KITCHENER,UNKNOWN,2009,2020,UNKNOWN,X,,Y,,NA,108.402846617146
29252,385091,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,ELIZA AVE,601740,RIGHT,5,KITCHENER,UNKNOWN,,2020,UNKNOWN,X,,Y,,NA,144.156343685053
29253,389871,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,THORNRIDGE CRES,6192,RIGHT,8,KITCHENER,UNKNOWN,1960,2019,UNKNOWN,X,,N,,NA,160.130404549089
29254,17371,ACTIVE,SIDEWALKS AND WALKWAYS,WALKWAY,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,THORNRIDGE CRES,6192,RIGHT,8,KITCHENER,OPERATIONS (ROADS),1960,2019,UNKNOWN,N,PARKS AND CEMETERIES,Y,,NA,27.9171900999107
29255,17372,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,SUMMIT AVE,6179,RIGHT,8,KITCHENER,UNKNOWN,1960,2019,UNKNOWN,X,,Y,,NA,86.3661642372344
29256,13328,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,3,UNKNOWN,N,N,DUKE ST E,6743,RIGHT,10,KITCHENER,UNKNOWN,2016,2020,UNKNOWN,X,,N,,NA,80.7804519223584
29257,13245,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,3,UNKNOWN,N,N,DUKE ST E,6803,LEFT,10,KITCHENER,UNKNOWN,1858,2020,UNKNOWN,X,,Y,,NA,140.969244062351
29258,399203,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,HOLLYBROOK TRAIL,601674,RIGHT,4,UNKNOWN,UNKNOWN,2019,,UNKNOWN,X,,N,,NA,102.907922445401
29259,297911,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,IRA NEEDLES BLVD,102904,LEFT,7,KITCHENER,UNKNOWN,2009,2020,UNKNOWN,X,,Y,,NA,69.2017574121324
29260,28508,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,ROBERT FERRIE DR,601578,RIGHT,4,KITCHENER,UNKNOWN,1860,2020,UNKNOWN,X,,Y,,NA,88.2405173711622
29261,28507,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,ROBERT FERRIE DR,600222,RIGHT,4,KITCHENER,UNKNOWN,2004,2020,UNKNOWN,X,,Y,,NA,77.6102536910352
29262,20528,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,COLTON CIR,600298,RIGHT,2,KITCHENER,UNKNOWN,2006,2020,UNKNOWN,X,,Y,,NA,77.9172713809182
29264,11726,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,OLD COUNTRY DR,9345,LEFT,6,KITCHENER,UNKNOWN,1972,2020,UNKNOWN,X,,Y,,NA,43.7224769247024
29265,302966,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,OLD COUNTRY DR,9345,RIGHT,6,KITCHENER,UNKNOWN,1972,2020,UNKNOWN,X,,Y,,NA,45.1160566033433
29266,12782,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,SPRINGMOUNT DR,22541,RIGHT,2,KITCHENER,UNKNOWN,1987,2020,UNKNOWN,X,,Y,,NA,92.2600279880942
29269,15304,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,BROKEN OAK CRES,5389,LEFT,7,KITCHENER,UNKNOWN,1977,2020,UNKNOWN,X,,Y,,NA,667.63444007615
29270,16474,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,STOKE DR,4842,LEFT,7,KITCHENER,UNKNOWN,1979,2020,UNKNOWN,X,,Y,,NA,131.167676535879
29271,16475,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,TRELAWNEY ST,6101,LEFT,7,KITCHENER,UNKNOWN,1979,2020,UNKNOWN,X,,Y,,NA,70.7140267456887
29272,16476,ACTIVE,SIDEWALKS AND WALKWAYS,SIDEWALK,SURFACE,CONCRETE,,,,1.5,UNKNOWN,N,N,TRELAWNEY ST,6103,LEFT,7,KITCHENER,UNKNOWN,1989,2020,UNKNOWN,X,,Y,,NA,74.6535091082717
