Freguesia;Fevereiro de 2021;Janeiro de 2021;Dezembro de 2020;Novembro de 2020;Outubro de 2020;Setembro de 2020;Agosto de 2020;Julho de 2020;Junho de 2020;Maio de 2020;Abril de 2020;Março de 2020;Fevereiro de 2020;Janeiro de 2020;Dezembro de 2019;Novembro de 2019;Outubro de 2019;Setembro de 2019;Agosto de 2019;Julho de 2019;Junho de 2019;Maio de 2019;Abril de 2019;Março de 2019;Fevereiro de 2019;Janeiro de 2019
16G1817: Sátão;1245980;1356890;1932330;1575445;1701090;1643535;1924360;1637885;1469305;1381115;1042745;1256010;1382905;1426790;1720190;1386250;1424915;1367110;1796905;1570300;1374980;1445575;1380595;1340850;1207080;1276500
16G1821: Tondela;3882635;4187995;6239190;4986500;5110075;4997295;5694000;5544475;4796490;4426330;3401245;4333865;4878405;4976895;6258410;5094500;5319205;5244155;6068425;5900165;5159740;5377410;5231775;5119350;4515540;4732465
16G1822: Vila Nova de Paiva;514840;551260;785770;634850;629840;675060;1028430;818700;723040;671740;500940;598970;646470;687730;830690;684340;712440;683585;1056870;810205;716490;704265;704800;675625;600360;651500
16G1823: Viseu;14525800;15644315;23864385;19559290;20357930;19693000;21681120;22041875;18720480;16396150;12140535;16787585;20626810;20990670;26320005;21898945;22492550;22062190;24912305;23556655;21279920;22349260;21032105;21133755;19221375;20014020
16G1824: Vouzela;1102215;1069735;1660215;1408265;1392465;1329115;1451490;1303085;1213215;1121155;943380;1078250;1153285;1142920;1355665;1127260;1274615;1153295;1385610;1309240;1201145;1209075;1113520;1106525;996615;1027720
16H0502: Castelo Branco;8346930;9188615;13443570;11167055;11860155;11425160;11865485;11940710;10450555;9304730;6727065;9479065;11099940;11158415;14474180;12225405;12283220;11437460;12351620;12562305;11908365;12224465;11386685;11505395;10393150;10650905
16H0505: Idanha-a-Nova;1255970;1370240;1909410;1643380;1706380;1768825;2172800;1932025;1674610;1477450;1113510;1443140;1466245;1412020;1687030;1586035;1515180;1556795;2104240;1790605;1527440;1590460;1525195;1453655;1228720;1226340
16H0506: Oleiros;703790;749005;1103595;878375;929265;762045;948245;818085;751200;690235;540020;635845;642965;629555;833020;665325;660625;640455;949120;780830;659860;673080;649000;623195;533845;572600
16H0507: Penamacor;517880;546715;852195;676340;680700;652955;790215;633995;541590;527220;421540;510655;550565;482085;699615;610825;561085;581915;824915;606940;565310;586380;568905;547680;463440;504245
16H0508: Proença-a-Nova;1052345;1101880;1599480;1288730;1371720;1362905;1488815;1268205;1139085;1081045;779670;1036240;1065665;1056660;1400515;1163095;1156105;1129690;1448900;1258300;1176610;1195750;1091820;1105575;986490;973895
16H0511: Vila Velha de Ródão;382785;410065;600895;491230;543750;393585;473070;425330;388310;338760;273015;338640;343990;325590;436995;349655;308960;303720;381595;358025;358020;369190;283990;317335;281095;287810
16I1401: Abrantes;6280270;6649650;10033380;7882110;8454340;7879580;8445390;8729320;7566210;6647480;5101320;6827830;7859000;7766050;10044310;8533520;8449260;7925880;8789240;8994560;8365980;8523980;7794185;8046950;7204985;7306585
16I1402: Alcanena;2577240;2661660;3840500;3091690;3280210;3167470;3270450;3557450;3062130;2837190;2217950;2744810;3161990;3090290;4010470;3299740;3395670;3203070;3548780;3735670;3418300;3622110;3238980;3355250;3005870;3064760
16I1408: Constância;548565;594365;860460;729155;777675;779860;823785;851930;757205;691205;546895;615570;647220;677090;804180;707760;754865;695330;714810;789470;757210;748830;695730;688520;595080;632460
16I1410: Entroncamento;3184400;3406270;5229640;4195690;4264650;3991310;3820650;4013680;3486110;3272760;2383430;3295530;3973820;4038510;5049540;4290250;4310980;4000360;4001350;4411470;4200270;4314830;3944760;4131390;3657370;3741370
16I1411: Ferreira do Zêzere;1168405;1182350;1859735;1601025;1611905;1621910;1938935;1667490;1462375;1332035;1030065;1248095;1382370;1314200;1670335;1479885;1420905;1519860;1902315;1746065;1525625;1478530;1368455;1389465;1223720;1164630
16I1413: Mação;993680;1042810;1550010;1304550;1348160;1192895;1436975;1350915;1197895;1085425;821545;1034060;1074435;1049945;1404820;1263885;1183265;1148725;1505095;1289090;1180050;1157670;1156565;1162720;968490;996685
16I1421: Ourém;6986815;7398640;10783775;8659570;9499175;9016555;10548690;9731975;8522485;7738420;5691135;7547990;8804670;8890125;10789480;9258850;9931255;9292200;11416845;10385920;9782000;10328630;9100845;9306535;8185025;8244295
16I1417: Sardoal;446730;495830;719500;602650;639930;566330;504710;564990;491450;508960;370460;442370;470530;473470;562080;491150;505240;479170;521520;518780;462530;466980;465870;434065;377525;414510
16I0509: Sertã;2142500;2181260;3234790;2747860;2791295;2798470;3298610;3243710;2762085;2498960;1934860;2442895;2688895;2643910;3330975;2830685;2855735;2790905;3727715;3229865;2712450;2786080;2650875;2682130;2356460;2328250
16I1418: Tomar;5971460;6366835;9674920;7923180;8103020;7761360;8482210;8813695;7892260;7015370;5274960;6785765;7902245;7788070;9891425;8408845;8675140;8162020;8992360;9660520;8502415;8703520;7907610;8057765;7275360;7452350
16I1419: Torres Novas;5326030;5745840;9024160;7188840;7388700;6848910;7063470;7598880;6550930;5872270;4491140;5987550;7078240;7143290;9281000;7623510;7681370;7300950;7541480;8179740;7625420;7846400;7047020;7249420;6529200;6761840
16I0510: Vila de Rei;379480;390425;586595;497695;489755;532280;651525;560420;529900;489440;347900;404585;450000;452345;528015;491220;501970;479720;670920;592095;524995;500045;457580;462800;392610;425220
16I1420: Vila Nova da Barquinha;899890;918255;1264450;1106965;1130775;1139795;1138410;1244860;1139870;1009850;804125;969855;1097695;1037565;1255095;1160930;1173495;1109520;1128610;1212930;1165205;1211790;1036805;1101955;980665;967100
16J0902: Almeida;1169440;1468820;1921290;1657410;1860070;1819360;2046460;1855160;1431140;1197050;890280;1419690;1699010;1627480;1915650;1789395;1780785;1721515;2309705;1872010;1767140;1771675;1734375;1752385;1440490;1522900
16J0501: Belmonte;1099070;1119300;1555770;1182250;1353180;1331580;1569840;1348290;1152600;1126250;890750;1101680;1176590;1147940;1485410;1232620;1281690;1137640;1423260;1340270;1210430;1211020;1173310;1231320;1043290;1079770
16J0903: Celorico da Beira;1016465;1052880;1591545;1274505;1383795;1347915;1596950;1335060;1154800;1078155;828605;1020915;1158405;1140475;1354995;1144340;1173905;1159230;1434690;1321980;1188720;1176900;1148575;1082500;966205;1000610
16J0503: Covilhã;7038670;7746990;11403165;8965655;9701530;9494300;9837855;10491395;8931850;7970270;6215940;8192195;9652285;9603600;12630210;10250845;10427125;9795605;10479520;11117595;10095020;10566965;9773560;10096880;9101385;9293825
16J0904: Figueira de Castelo Rodrigo;802350;812730;1277550;1027310;1116590;1085500;1239225;980470;928995;848605;605650;752765;836545;797895;1083950;944665;992535;889745;1237660;1009890;942705;941470;924485;903340;735280;787120
16J0905: Fornos de Algodres;387015;387480;628925;474425;528595;513095;646220;553405;484860;483115;354710;423620;476610;498495;605080;504060;530410;497145;613365;577995;509945;505960;498950;510630;418395;429200
16J0504: Fundão;4279465;4586850;6855250;5261420;5823590;5560365;6125040;5978335;5228820;4876840;3696235;4696965;5257745;5120070;6776435;5536640;5593105;5453665;6273590;6086285;5576925;5769155;5409425;5483115;4810055;5002390
16J0906: Gouveia;1432850;1557315;2331360;1900070;1962695;1850165;2130770;2048945;1767820;1613360;1213300;1551730;1733355;1794685;2246740;1827890;1820220;1750450;2218255;2026555;1725100;1793755;1731480;1737910;1543350;1600825
16J0907: Guarda;6234010;6776440;9781955;7715130;8535490;8108675;8211555;8362405;7471160;6625690;4803450;6575760;8185770;8148105;10314300;8442490;8954960;8189890;8924155;9183705;8592750;9012695;8373855;8606920;7575770;7859995
16J0908: Manteigas;497240;523750;771620;582660;653965;694825;693725;502285;363195;351470;277755;341185;434280;400895;498725;443050;434375;418645;586855;453660;378825;384530;378040;408085;369060;338030
16J0909: Mêda;520840;499620;817850;690890;803140;754760;870890;640770;602840;529760;404690;468320;513070;491020;645100;526560;539290;518670;769240;580750;526400;500300;517695;503430;431565;428385
16J0910: Pinhel;813865;775775;1156880;999655;1002695;1020075;1266955;1166315;1042295;968405;709450;856145;993390;942380;1157230;1038765;1027880;956605;1278695;1008200;965170;1032630;959615;974905;806730;829860
16J0911: Sabugal;1328310;1423450;2065710;1697050;1914870;1900060;2385390;1961190;1680550;1489270;1087460;1432440;1597090;1576340;2025140;1697580;1784920;1580000;2665450;1923230;1747540;1739930;1773510;1662450;1391200;1492270
16J0912: Seia;3000260;3205440;4796185;3756985;4134820;4016190;4786465;4515705;3789355;3420185;2668205;3298010;3915580;3861355;5119450;3931470;4104410;3831105;5054675;4455170;3991710;4138980;3926975;4031965;3591940;3633310
16J0913: Trancoso;1178080;1213290;1930770;1475370;1616590;1647350;1861470;1724130;1461710;1294660;909730;1190420;1391540;1390730;1648850;1462920;1485860;1357670;2120230;1665250;1473760;1485130;1489380;1491870;1191660;1272895
1701502: Alcochete;2622315;2915950;4484580;3624340;3780705;3817795;3908215;4390820;3799320;3001635;2228045;3184740;3986675;4073165;4907630;4438510;4408995;4200225;4838135;4725880;4572705;4616310;4057885;4202435;3724390;3768285
1701503: Almada;27595960;30230810;42567855;36101780;37744445;37036815;37045545;41812990;36079775;32397585;24244780;33196370;38626575;38864295;48406430;41605300;42136765;40968240;42662650;46772145;42905830;44095625;39395605;41529930;37225830;37774695
1701115: Amadora;24903185;27345285;41009050;31961175;33227920;31740940;30713980;34661510;30240355;29042085;22311065;30734300;36216555;36054695;45941125;38435065;38684355;36534015;36120075;40981110;38565640;39704940;35886640;37660625;34149205;35183345
1701504: Barreiro;12315145;13504805;19548960;15943525;16485050;15793295;15276625;17750985;15529570;14214930;10634505;14297210;16812960;16868685;21477175;17734010;17864765;16431040;16759230;18808065;17497505;18370965;16556360;17421095;15669810;16100860
